epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1385.99,0.97767,0.71362,0.80262,0.85873,0.79584,0.85164,0.61254,1.2117,0.91738,0.85773,0.00098525,0.00098525,0.00098525
43,1418.83,0.99736,0.74702,0.79959,0.86734,0.78219,0.84133,0.6285,1.21347,0.95626,0.87417,0.0009605,0.0009605,0.0009605
44,1451.65,1.00096,0.72075,0.80067,0.89064,0.81716,0.83595,0.58525,1.14766,0.78152,0.84102,0.00093575,0.00093575,0.00093575
45,1484.5,0.97324,0.70088,0.80578,0.90011,0.79007,0.8543,0.62146,1.2757,1.03891,0.88421,0.000911,0.000911,0.000911
46,1516.91,0.96336,0.70776,0.79308,0.90921,0.77427,0.86319,0.6277,1.25165,0.91982,0.86936,0.00088625,0.00088625,0.00088625
47,1549.24,0.97297,0.71238,0.79939,0.89436,0.76445,0.85562,0.64584,1.15926,0.95036,0.87614,0.0008615,0.0008615,0.0008615
48,1581.81,0.98505,0.72898,0.79716,0.91864,0.79233,0.87143,0.63775,1.17698,0.87498,0.86187,0.00083675,0.00083675,0.00083675
49,1614.71,0.91099,0.70136,0.80161,0.88324,0.7855,0.84741,0.63522,1.20625,0.95743,0.87072,0.000812,0.000812,0.000812
50,1647.45,0.92965,0.70516,0.79258,0.91366,0.78828,0.84566,0.63617,1.18366,0.9996,0.88816,0.00078725,0.00078725,0.00078725
51,1679.95,0.9334,0.68209,0.79137,0.9349,0.78555,0.86037,0.65102,1.15063,0.93823,0.8828,0.0007625,0.0007625,0.0007625
52,1712.7,0.91858,0.68121,0.78963,0.90367,0.80135,0.87113,0.64617,1.17485,0.84976,0.87469,0.00073775,0.00073775,0.00073775
53,1745.24,0.88497,0.66682,0.78895,0.90108,0.77427,0.85333,0.64297,1.22651,0.98935,0.89225,0.000713,0.000713,0.000713
54,1777.7,0.92444,0.69383,0.80466,0.93079,0.81264,0.88713,0.64926,1.19679,0.8446,0.8704,0.00068825,0.00068825,0.00068825
55,1810.61,0.91464,0.68805,0.78878,0.88956,0.79998,0.87336,0.64993,1.18979,0.89283,0.87769,0.0006635,0.0006635,0.0006635
56,1843.43,0.91153,0.68462,0.79526,0.90183,0.77878,0.86567,0.65272,1.18313,1.02178,0.90029,0.00063875,0.00063875,0.00063875
57,1876.51,0.88668,0.66698,0.79152,0.90588,0.80389,0.88833,0.65434,1.16202,0.81984,0.85727,0.000614,0.000614,0.000614
58,1909.47,0.94385,0.68842,0.79223,0.92469,0.83145,0.89296,0.66694,1.16714,0.80784,0.85965,0.00058925,0.00058925,0.00058925
59,1942.61,0.89611,0.67009,0.78496,0.89696,0.78601,0.8741,0.65361,1.19477,0.92624,0.88233,0.0005645,0.0005645,0.0005645
60,1975.52,0.89305,0.67013,0.78437,0.91657,0.76882,0.8704,0.66595,1.1576,0.94214,0.87934,0.00053975,0.00053975,0.00053975
61,2008.41,0.86243,0.65025,0.79005,0.92346,0.79684,0.88082,0.67344,1.14701,0.85454,0.86708,0.000515,0.000515,0.000515
62,2041.39,0.86692,0.6773,0.77857,0.91286,0.78104,0.87253,0.66062,1.18996,0.97096,0.87224,0.00049025,0.00049025,0.00049025
63,2074.39,0.88262,0.67191,0.78793,0.93195,0.78555,0.8798,0.66719,1.16629,0.93395,0.86628,0.0004655,0.0004655,0.0004655
64,2107.4,0.85939,0.66823,0.78486,0.95252,0.76988,0.87122,0.65997,1.17721,0.94797,0.87068,0.00044075,0.00044075,0.00044075
65,2140.34,0.83833,0.66054,0.78353,0.93552,0.79233,0.88748,0.6728,1.09624,0.81434,0.86066,0.000416,0.000416,0.000416
66,2173.31,0.84418,0.65871,0.77851,0.91178,0.79323,0.8803,0.67449,1.11765,0.92081,0.87014,0.00039125,0.00039125,0.00039125
67,2206.24,0.85032,0.66111,0.78453,0.94064,0.76749,0.87765,0.66459,1.12886,0.88607,0.86386,0.0003665,0.0003665,0.0003665
68,2239.11,0.85296,0.67134,0.78391,0.92262,0.80746,0.88165,0.67429,1.13398,0.85547,0.86585,0.00034175,0.00034175,0.00034175
69,2272.19,0.86023,0.66293,0.78546,0.93617,0.7991,0.88372,0.67566,1.14476,0.86091,0.86725,0.000317,0.000317,0.000317
70,2305.38,0.83963,0.65436,0.79151,0.92675,0.79971,0.88253,0.68943,1.09817,0.93002,0.86073,0.00029225,0.00029225,0.00029225
71,2348.95,0.75685,0.63279,0.78228,0.90692,0.79181,0.86894,0.66409,1.14351,0.91201,0.87376,0.0002675,0.0002675,0.0002675
72,2382.05,0.76096,0.62318,0.78247,0.93723,0.78104,0.87216,0.67004,1.13644,0.91987,0.8696,0.00024275,0.00024275,0.00024275
73,2414.96,0.74317,0.62269,0.78617,0.94725,0.78555,0.87486,0.67647,1.12111,0.90729,0.87125,0.000218,0.000218,0.000218
74,2447.86,0.7393,0.63824,0.77696,0.91245,0.78781,0.86787,0.67531,1.1511,0.96499,0.8857,0.00019325,0.00019325,0.00019325
75,2480.69,0.73965,0.62118,0.77961,0.93281,0.78346,0.87421,0.68671,1.1105,0.92481,0.86412,0.0001685,0.0001685,0.0001685
76,2513.87,0.72997,0.63053,0.7818,0.92404,0.79632,0.87534,0.68297,1.10893,0.9778,0.85975,0.00014375,0.00014375,0.00014375
77,2546.98,0.72609,0.61327,0.77948,0.92972,0.79007,0.87489,0.68095,1.11366,0.96316,0.86295,0.000119,0.000119,0.000119
78,2580.14,0.71972,0.60083,0.77736,0.93569,0.79233,0.87372,0.68393,1.09188,0.93571,0.86174,9.425e-05,9.425e-05,9.425e-05
79,2612.94,0.69427,0.61196,0.78642,0.93359,0.79458,0.87464,0.68082,1.11646,0.9344,0.86259,6.95e-05,6.95e-05,6.95e-05
80,2646.11,0.73039,0.60197,0.78407,0.92996,0.79007,0.87668,0.68655,1.09956,0.93583,0.85806,4.475e-05,4.475e-05,4.475e-05
