epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,2494.99,0.86907,0.42039,0.79328,0.93816,0.96061,0.97336,0.76655,0.85486,0.4285,0.78271,0.00049025,0.00049025,0.00049025
63,2520.56,0.85457,0.42358,0.78532,0.9517,0.95152,0.98099,0.79582,0.83128,0.4138,0.78143,0.0004655,0.0004655,0.0004655
64,2545.99,0.86513,0.41877,0.78651,0.97,0.94848,0.98014,0.78456,0.82531,0.40297,0.78256,0.00044075,0.00044075,0.00044075
65,2571.39,0.83893,0.41153,0.7765,0.96706,0.95152,0.98195,0.79748,0.82566,0.40804,0.77945,0.000416,0.000416,0.000416
66,2597.14,0.84646,0.41121,0.78133,0.94648,0.95152,0.97269,0.78388,0.81523,0.41039,0.78408,0.00039125,0.00039125,0.00039125
67,2622.64,0.8618,0.41487,0.78578,0.93143,0.95455,0.97613,0.79111,0.80425,0.40507,0.7796,0.0003665,0.0003665,0.0003665
68,2648.37,0.85513,0.40335,0.77585,0.95766,0.95455,0.98128,0.7965,0.79831,0.39681,0.78056,0.00034175,0.00034175,0.00034175
69,2673.92,0.83113,0.39723,0.78137,0.95302,0.95152,0.97886,0.79488,0.79296,0.39249,0.77627,0.000317,0.000317,0.000317
70,2699.34,0.8263,0.39771,0.78163,0.95028,0.95455,0.97501,0.79789,0.80894,0.39682,0.77916,0.00029225,0.00029225,0.00029225
71,2735.14,0.73274,0.37061,0.79171,0.9321,0.94848,0.9741,0.78599,0.81944,0.3964,0.77719,0.0002675,0.0002675,0.0002675
72,2761.13,0.73607,0.37179,0.78483,0.94874,0.95346,0.97513,0.77573,0.84949,0.40254,0.78378,0.00024275,0.00024275,0.00024275
73,2786.66,0.72269,0.362,0.77875,0.94753,0.94848,0.97407,0.78694,0.81256,0.38985,0.77795,0.000218,0.000218,0.000218
74,2812.36,0.73089,0.36336,0.79206,0.94786,0.9303,0.97251,0.78315,0.81902,0.40647,0.77382,0.00019325,0.00019325,0.00019325
75,2837.85,0.73597,0.36049,0.79045,0.95311,0.95152,0.97661,0.79654,0.79844,0.38578,0.77565,0.0001685,0.0001685,0.0001685
76,2863.45,0.70161,0.34752,0.78654,0.94265,0.94635,0.97514,0.79763,0.7939,0.3838,0.77456,0.00014375,0.00014375,0.00014375
77,2888.96,0.69958,0.34765,0.77973,0.94819,0.94273,0.97706,0.80508,0.78196,0.3784,0.77248,0.000119,0.000119,0.000119
78,2914.7,0.68552,0.34036,0.7817,0.94284,0.94973,0.97547,0.79069,0.80703,0.38284,0.77431,9.425e-05,9.425e-05,9.425e-05
79,2940.17,0.69745,0.33936,0.77521,0.96304,0.94747,0.97872,0.80105,0.78521,0.37096,0.77352,6.95e-05,6.95e-05,6.95e-05
80,2965.74,0.6902,0.33776,0.77175,0.96395,0.94848,0.97933,0.80341,0.7827,0.3677,0.77309,4.475e-05,4.475e-05,4.475e-05
