epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,563.683,1.21631,0.59554,0.80437,0.96215,0.89992,0.98415,0.66298,1.21866,0.56099,0.81257,0.000515,0.000515,0.000515
62,572.878,1.2154,0.59578,0.7857,0.9492,0.9469,0.98597,0.62792,1.27879,0.58383,0.80904,0.00049025,0.00049025,0.00049025
63,582.048,1.24697,0.58816,0.80328,0.93246,0.9469,0.98654,0.66102,1.24439,0.57471,0.81106,0.0004655,0.0004655,0.0004655
64,591.136,1.26592,0.58828,0.79034,0.93908,0.95488,0.97556,0.66062,1.26133,0.58515,0.8086,0.00044075,0.00044075,0.00044075
65,600.433,1.2172,0.59755,0.80797,0.88643,0.95575,0.97395,0.64307,1.26997,0.57686,0.80588,0.000416,0.000416,0.000416
66,609.63,1.28541,0.60148,0.81396,0.8769,0.9469,0.97146,0.66819,1.23417,0.55839,0.81365,0.00039125,0.00039125,0.00039125
67,618.793,1.24382,0.59365,0.80787,0.93886,0.95133,0.98566,0.67601,1.19758,0.56762,0.80955,0.0003665,0.0003665,0.0003665
68,627.923,1.17962,0.5676,0.79421,0.9334,0.9469,0.98526,0.67515,1.20554,0.55783,0.81289,0.00034175,0.00034175,0.00034175
69,637.085,1.19897,0.56323,0.77851,0.9127,0.97345,0.9849,0.67856,1.19259,0.54472,0.8055,0.000317,0.000317,0.000317
70,646.369,1.13936,0.54243,0.78679,0.96195,0.93805,0.98539,0.67699,1.18914,0.54623,0.80621,0.00029225,0.00029225,0.00029225
71,665.574,1.13768,0.55621,0.78262,0.94878,0.95575,0.9881,0.66764,1.21732,0.55517,0.8083,0.0002675,0.0002675,0.0002675
72,674.681,1.08965,0.54831,0.80363,0.93886,0.95121,0.98841,0.66946,1.21079,0.54571,0.81047,0.00024275,0.00024275,0.00024275
73,683.893,1.09278,0.53066,0.78739,0.92767,0.9469,0.98408,0.67048,1.21651,0.54183,0.80923,0.000218,0.000218,0.000218
74,693.115,1.11717,0.55144,0.79141,0.93132,0.93805,0.97929,0.67692,1.20325,0.54589,0.80483,0.00019325,0.00019325,0.00019325
75,702.435,1.07139,0.52661,0.79146,0.92905,0.92702,0.97986,0.64432,1.24221,0.56132,0.80393,0.0001685,0.0001685,0.0001685
76,711.638,1.09408,0.53476,0.7864,0.89847,0.9469,0.97323,0.63903,1.22655,0.56109,0.80665,0.00014375,0.00014375,0.00014375
77,721.061,1.05626,0.51746,0.79045,0.9442,0.89849,0.98168,0.64241,1.21511,0.5619,0.80287,0.000119,0.000119,0.000119
78,730.422,1.09707,0.53073,0.77724,0.89657,0.95575,0.98213,0.64093,1.20283,0.56198,0.80335,9.425e-05,9.425e-05,9.425e-05
79,739.729,1.05513,0.5192,0.79571,0.90818,0.96283,0.98282,0.67448,1.17773,0.5373,0.80508,6.95e-05,6.95e-05,6.95e-05
80,748.959,1.03035,0.51629,0.78932,0.93071,0.95575,0.98492,0.67733,1.17006,0.53045,0.80395,4.475e-05,4.475e-05,4.475e-05
